LocalizedName, BlockState
低压变压器, ic2:te[facing=down,material=field_151576_e,transparent=true,type=invalid]
中压变压器, ic2:te[facing=down,material=field_151575_d,transparent=true,type=invalid]
高压变压器, ic2:te[facing=down,material=field_151573_f,transparent=true,type=invalid]
超高压变压器, ic2:te[facing=down,material=field_151573_f,transparent=false,type=invalid]
流体储存器, ic2:te[facing=down,material=ic2_material_machine,transparent=false,type=invalid]
区块加载器, ic2:te[facing=down,material=field_151580_n,transparent=false,type=invalid]
致密物品缓冲机, ic2:te[facing=down,material=field_151585_k,transparent=false,type=invalid]
创造模式发电机, ic2:te[facing=down,material=field_151575_d,transparent=false,type=invalid]
蒸汽再加压器, ic2:te[facing=down,material=field_151573_f,transparent=false,type=invalid]
高级流体分配机, ic2:te[facing=down,material=field_151580_n,transparent=true,type=invalid]
高级物品分配机, ic2:te[facing=down,material=field_151585_k,transparent=true,type=invalid]
反应堆冷却液注入器（RSH）, ic2:te[facing=down,material=ic2_material_pipe,transparent=false,type=invalid]
反应堆冷却液注入器（LZH）, ic2:te[facing=down,material=field_151576_e,transparent=false,type=invalid]
工业工作台, ic2:te[facing=down,material=field_151573_f,transparent=true,type=invalid]
批量工作台, ic2:te[facing=down,material=ic2_material_machine,transparent=true,type=invalid]
焦炉, ic2:te[facing=down,material=ic2_material_pipe,transparent=false,type=invalid]
焦炉接口, ic2:te[facing=down,material=field_151576_e,transparent=false,type=invalid]
焦炉炉床, ic2:te[facing=down,material=field_151575_d,transparent=false,type=invalid]
木质储物箱, ic2:te[facing=down,material=field_151573_f,transparent=true,type=invalid]
铁质储物箱, ic2:te[facing=down,material=field_151573_f,transparent=false,type=invalid]
青铜储物箱, ic2:te[facing=down,material=ic2_material_machine,transparent=false,type=invalid]
钢质储物箱, ic2:te[facing=down,material=field_151580_n,transparent=false,type=invalid]
铱质储物箱, ic2:te[facing=down,material=field_151585_k,transparent=false,type=invalid]
青铜储罐, ic2:te[facing=down,material=field_151585_k,transparent=false,type=invalid]
铁储罐, ic2:te[facing=down,material=ic2_material_pipe,transparent=false,type=invalid]
钢储罐, ic2:te[facing=down,material=field_151576_e,transparent=false,type=invalid]
铱储罐, ic2:te[facing=down,material=field_151575_d,transparent=false,type=invalid]
玄武岩, ic2:resource[type=basalt]
铜矿石, ic2:resource[type=copper_ore]
铅矿石, ic2:resource[type=lead_ore]
锡矿石, ic2:resource[type=tin_ore]
铀矿石, ic2:resource[type=uranium_ore]
青铜块, ic2:resource[type=bronze_block]
铜块, ic2:resource[type=copper_block]
铅块, ic2:resource[type=lead_block]
钢块, ic2:resource[type=steel_block]
锡块, ic2:resource[type=tin_block]
铀块, ic2:resource[type=uranium_block]
防爆石, ic2:resource[type=reinforced_stone]
基础机械外壳, ic2:resource[type=machine]
高级机械外壳, ic2:resource[type=advanced_machine]
核反应堆压力容器, ic2:resource[type=reactor_vessel]
银块, ic2:resource[type=silver_block]
橡胶树树叶, ic2:leaves[check_decay=false,decayable=false,type=rubber]
橡胶树原木, ic2:rubber_wood[state=plain_y]
橡胶树树苗, ic2:sapling
脚手架, ic2:scaffold[type=wood]
强化脚手架, ic2:scaffold[type=reinforced_wood]
铁质脚手架, ic2:scaffold[type=iron]
强化铁质脚手架, ic2:scaffold[type=reinforced_iron]
铁栅栏, ic2:fence[east=false,north=false,south=false,type=iron,west=false]
树脂垫, ic2:sheet[type=resin]
橡胶垫, ic2:sheet[type=rubber]
羊毛垫, ic2:sheet[type=wool]
防爆玻璃, ic2:glass[type=reinforced]
建筑泡沫, ic2:foam[type=normal]
强化建筑泡沫, ic2:foam[type=reinforced]
建筑泡沫墙（黑色）, ic2:wall[type=black]
建筑泡沫墙（蓝色）, ic2:wall[type=blue]
建筑泡沫墙（棕色）, ic2:wall[type=brown]
建筑泡沫墙（青色）, ic2:wall[type=cyan]
建筑泡沫墙（灰色）, ic2:wall[type=gray]
建筑泡沫墙（绿色）, ic2:wall[type=green]
建筑泡沫墙（淡蓝色）, ic2:wall[type=light_blue]
建筑泡沫墙（淡灰色）, ic2:wall[type=light_gray]
建筑泡沫墙（黄绿色）, ic2:wall[type=lime]
建筑泡沫墙（品红色）, ic2:wall[type=magenta]
建筑泡沫墙（橙色）, ic2:wall[type=orange]
建筑泡沫墙（粉红色）, ic2:wall[type=pink]
建筑泡沫墙（紫色）, ic2:wall[type=purple]
建筑泡沫墙（红色）, ic2:wall[type=red]
建筑泡沫墙（白色）, ic2:wall[type=white]
建筑泡沫墙（黄色）, ic2:wall[type=yellow]
采矿管道, ic2:mining_pipe[type=pipe]
防爆门, ic2:reinforced_door[facing=east,half=lower,hinge=left,open=false,powered=false]
耐火砖, ic2:refractory_bricks
UU物质, ic2:uu_matter[level=0]
建筑泡沫, ic2:construction_foam[level=0]
IC2冷却液, ic2:coolant[level=0]
杂酚油, ic2:creosote[level=0]
IC2热冷却液, ic2:hot_coolant[level=0]
绳状熔岩, ic2:pahoehoe_lava[level=0]
生物质, ic2:biomass[level=0]
沼气, ic2:biogas[level=0]
蒸馏水, ic2:distilled_water[level=0]
过热蒸汽, ic2:superheated_steam[level=0]
蒸汽, ic2:steam[level=0]
温泉水, ic2:hot_water[level=0]
除草剂喷雾, ic2:weed_ex[level=0]
空气, ic2:air[level=0]
氢气, ic2:hydrogen[level=0]
氧气, ic2:oxygen[level=0]
重水, ic2:heavy_water[level=0]
铜矿石, nuclearcraft:ore[type=copper]
锡矿石, nuclearcraft:ore[type=tin]
铅矿石, nuclearcraft:ore[type=lead]
钍矿石, nuclearcraft:ore[type=thorium]
铀矿石, nuclearcraft:ore[type=uranium]
硼矿石, nuclearcraft:ore[type=boron]
锂矿石, nuclearcraft:ore[type=lithium]
镁矿石, nuclearcraft:ore[type=magnesium]
铜块, nuclearcraft:ingot_block[type=copper]
锡块, nuclearcraft:ingot_block[type=tin]
铅块, nuclearcraft:ingot_block[type=lead]
钍块, nuclearcraft:ingot_block[type=thorium]
铀块, nuclearcraft:ingot_block[type=uranium]
硼块, nuclearcraft:ingot_block[type=boron]
锂块, nuclearcraft:ingot_block[type=lithium]
镁块, nuclearcraft:ingot_block[type=magnesium]
石墨块, nuclearcraft:ingot_block[type=graphite]
铍块, nuclearcraft:ingot_block[type=beryllium]
锆块, nuclearcraft:ingot_block[type=zirconium]
锰块, nuclearcraft:ingot_block[type=manganese]
铝块, nuclearcraft:ingot_block[type=aluminum]
银块, nuclearcraft:ingot_block[type=silver]
裂变反应堆外壳, nuclearcraft:fission_block[type=casing]
防爆方块, nuclearcraft:fission_block[type=blast]
透明裂变反应堆外壳, nuclearcraft:reactor_casing_transparent
反应堆单元, nuclearcraft:cell_block
空冷却器, nuclearcraft:cooler[type=empty]
水冷却器, nuclearcraft:cooler[type=water]
红石冷却器, nuclearcraft:cooler[type=redstone]
石英冷却器, nuclearcraft:cooler[type=quartz]
金冷却器, nuclearcraft:cooler[type=gold]
荧石冷却器, nuclearcraft:cooler[type=glowstone]
青金石冷却器, nuclearcraft:cooler[type=lapis]
钻石冷却器, nuclearcraft:cooler[type=diamond]
液氦冷却器, nuclearcraft:cooler[type=helium]
末影冷却器, nuclearcraft:cooler[type=enderium]
凛冰冷却器, nuclearcraft:cooler[type=cryotheum]
铁冷却器, nuclearcraft:cooler[type=iron]
绿宝石冷却器, nuclearcraft:cooler[type=emerald]
铜冷却器, nuclearcraft:cooler[type=copper]
锡冷却器, nuclearcraft:cooler[type=tin]
镁冷却器, nuclearcraft:cooler[type=magnesium]
反应堆活板门, nuclearcraft:reactor_trapdoor[facing=north,half=bottom,open=false]
钍-230块, nuclearcraft:block_depleted_thorium
铀-238块, nuclearcraft:block_depleted_uranium
镎-237块, nuclearcraft:block_depleted_neptunium
钚-242块, nuclearcraft:block_depleted_plutonium
镅-243块, nuclearcraft:block_depleted_americium
锔-246块, nuclearcraft:block_depleted_curium
锫-247块, nuclearcraft:block_depleted_berkelium
锎-252块, nuclearcraft:block_depleted_californium
超冷冰, nuclearcraft:block_ice
核熔炉, nuclearcraft:nuclear_furnace_idle[facing=north]
小制造机, nuclearcraft:manufactory_idle[facing=north]
同位素分离器, nuclearcraft:isotope_separator_idle[facing=north]
衰变加速器, nuclearcraft:decay_hastener_idle[facing=north]
燃料处理机, nuclearcraft:fuel_reprocessor_idle[facing=north]
合金炉, nuclearcraft:alloy_furnace_idle[facing=north]
流体注入器, nuclearcraft:infuser_idle[facing=north]
金属熔化机, nuclearcraft:melter_idle[facing=north]
超冷却器, nuclearcraft:supercooler_idle[facing=north]
电解机, nuclearcraft:electrolyser_idle[facing=north]
中子辐照器, nuclearcraft:irradiator_idle[facing=north]
金属成型机, nuclearcraft:ingot_former_idle[facing=north]
压缩机, nuclearcraft:pressurizer_idle[facing=north]
化学反应器, nuclearcraft:chemical_reactor_idle[facing=north]
盐混合器, nuclearcraft:salt_mixer_idle[facing=north]
结晶器, nuclearcraft:crystallizer_idle[facing=north]
溶解器, nuclearcraft:dissolver_idle[facing=north]
流体提取机, nuclearcraft:extractor_idle[facing=north]
离心机, nuclearcraft:centrifuge_idle[facing=north]
碎石机, nuclearcraft:rock_crusher_idle[facing=north]
机器接口, nuclearcraft:machine_interface
裂变控制器, nuclearcraft:fission_controller_new_fixed[active=false,facing=north]
裂变堆端口, nuclearcraft:fission_port[facing=north]
聚变堆核心, nuclearcraft:fusion_core
聚变连接器, nuclearcraft:fusion_connector
铀RTG, nuclearcraft:rtg_uranium
钚RTG, nuclearcraft:rtg_plutonium
镅RTG, nuclearcraft:rtg_americium
锎RTG, nuclearcraft:rtg_californium
基础太阳能板, nuclearcraft:solar_panel_basic
高级太阳能板, nuclearcraft:solar_panel_advanced
DU太阳能板, nuclearcraft:solar_panel_du
精英太阳能板, nuclearcraft:solar_panel_elite
衰变产能器, nuclearcraft:decay_generator
基础伏打电堆, nuclearcraft:voltaic_pile_basic[down=in,east=in,north=in,south=in,up=in,west=in]
高级伏打电堆, nuclearcraft:voltaic_pile_advanced[down=in,east=in,north=in,south=in,up=in,west=in]
贫铀伏打电堆, nuclearcraft:voltaic_pile_du[down=in,east=in,north=in,south=in,up=in,west=in]
精英伏打电堆, nuclearcraft:voltaic_pile_elite[down=in,east=in,north=in,south=in,up=in,west=in]
基础锂离子电池, nuclearcraft:lithium_ion_battery_basic[down=in,east=in,north=in,south=in,up=in,west=in]
高级锂离子电池, nuclearcraft:lithium_ion_battery_advanced[down=in,east=in,north=in,south=in,up=in,west=in]
贫铀锂离子电池, nuclearcraft:lithium_ion_battery_du[down=in,east=in,north=in,south=in,up=in,west=in]
精英锂离子电池, nuclearcraft:lithium_ion_battery_elite[down=in,east=in,north=in,south=in,up=in,west=in]
缓存器, nuclearcraft:buffer
液冷器, nuclearcraft:active_cooler
垃圾桶, nuclearcraft:bin
电磁体, nuclearcraft:fusion_electromagnet_idle
透明聚变电磁体, nuclearcraft:fusion_electromagnet_transparent_idle
熔融盐裂变控制器, nuclearcraft:salt_fission_controller[active=false,facing=down]
熔盐反应堆外壳, nuclearcraft:salt_fission_wall
透明熔盐反应堆外壳, nuclearcraft:salt_fission_glass
熔盐反应堆框架, nuclearcraft:salt_fission_frame
熔盐反应堆横梁, nuclearcraft:salt_fission_beam
熔盐反应堆出入口, nuclearcraft:salt_fission_vent
熔盐裂变容器, nuclearcraft:salt_fission_vessel[down=default,east=default,north=default,south=default,up=default,west=default]
熔盐冷却剂加热器, nuclearcraft:salt_fission_heater[down=default,east=default,north=default,south=default,up=default,west=default]
熔盐反应堆减速剂外罩, nuclearcraft:salt_fission_moderator
熔盐燃料分配器, nuclearcraft:salt_fission_distributor
熔盐枯竭燃料回收器, nuclearcraft:salt_fission_retriever
熔盐反应堆红石接口, nuclearcraft:salt_fission_redstone_port[active=false]
熔融盐反应堆电脑接口, nuclearcraft:salt_fission_computer_port
热交换控制器, nuclearcraft:heat_exchanger_controller[active=false,facing=down]
热交换外壳, nuclearcraft:heat_exchanger_wall
透明热交换外壳, nuclearcraft:heat_exchanger_glass
热交换框架, nuclearcraft:heat_exchanger_frame
热交换出入口, nuclearcraft:heat_exchanger_vent
铜热交换管道, nuclearcraft:heat_exchanger_tube_copper[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
硬碳热交换管道, nuclearcraft:heat_exchanger_tube_hard_carbon[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
导热合金热交换管道, nuclearcraft:heat_exchanger_tube_thermoconducting[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
铜冷凝管道, nuclearcraft:heat_exchanger_condenser_tube_copper[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
硬碳合金冷凝管道, nuclearcraft:heat_exchanger_condenser_tube_hard_carbon[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
导热合金冷凝管道, nuclearcraft:heat_exchanger_condenser_tube_thermoconducting[down=disabled,east=disabled,north=disabled,south=disabled,up=disabled,west=disabled]
热交换器电脑接口, nuclearcraft:heat_exchanger_computer_port
涡轮机控制器, nuclearcraft:turbine_controller[active=false,facing=down]
涡轮外壳, nuclearcraft:turbine_wall
透明涡轮外壳, nuclearcraft:turbine_glass
涡轮机框架, nuclearcraft:turbine_frame
涡轮转子轴, nuclearcraft:turbine_rotor_shaft[dir=invisible]
钢制涡轮转子叶片, nuclearcraft:turbine_rotor_blade_steel[dir=invisible]
极端合金制涡轮转子叶片, nuclearcraft:turbine_rotor_blade_extreme[dir=invisible]
碳化硅CMC涡轮转子叶片, nuclearcraft:turbine_rotor_blade_sic_sic_cmc[dir=invisible]
涡轮定子, nuclearcraft:turbine_rotor_stator[dir=invisible]
涡轮转子轴承, nuclearcraft:turbine_rotor_bearing
镁制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=magnesium]
铍制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=beryllium]
铝制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=aluminum]
金制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=gold]
铜制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=copper]
银制涡轮发电机线圈, nuclearcraft:turbine_dynamo_coil[type=silver]
涡轮流体输入口, nuclearcraft:turbine_inlet
涡轮流体输出口, nuclearcraft:turbine_outlet
蒸汽轮机电脑接口, nuclearcraft:turbine_computer_port
超导电磁体, nuclearcraft:accelerator_electromagnet_idle
超导超冷却器, nuclearcraft:electromagnet_supercooler_idle
氦收集器, nuclearcraft:helium_collector
压缩氦收集器, nuclearcraft:helium_collector_compact
致密氦收集器, nuclearcraft:helium_collector_dense
造石机, nuclearcraft:cobblestone_generator
压缩造石机, nuclearcraft:cobblestone_generator_compact
致密造石机, nuclearcraft:cobblestone_generator_dense
无限水, nuclearcraft:water_source
压缩无限水, nuclearcraft:water_source_compact
致密无限水, nuclearcraft:water_source_dense
氮收集器, nuclearcraft:nitrogen_collector
压缩氮收集器, nuclearcraft:nitrogen_collector_compact
致密氮收集器, nuclearcraft:nitrogen_collector_dense
辐射洗涤器, nuclearcraft:radiation_scrubber
盖革计数器方块, nuclearcraft:geiger_block
荧光菇, nuclearcraft:glowing_mushroom
荒地土, nuclearcraft:dry_earth
Tritium Lamp, nuclearcraft:tritium_lamp
